Battery_ID,Cycles,Voltage_V,Current_A,Temperature_C,Internal_Resistance_mOhm,Capacity_Ah,SOH
B09239,65,3.85,3.23,36.5,34.9,49.5,97.22
B09240,221,3.22,4.86,47.9,34.4,48.27,91.73
B09241,881,3.93,1.97,27.5,65.8,40.82,83.11
B09242,1358,3.94,2.49,41.5,81.6,36.54,69.67
B09243,384,3.37,1.63,27.5,43.2,45.37,91.35
B09244,1844,3.93,3.29,38.0,98.8,30.7,61.95
B09245,254,3.49,2.11,42.5,39.4,47.77,93.37
B09246,204,3.53,3.45,21.4,38.4,47.17,98.34
B09247,66,3.9,3.15,40.0,33.3,49.75,96.01
B09248,1125,4.17,4.77,43.7,72.8,39.46,76.68
B09249,478,3.83,1.99,23.7,49.4,45.09,89.74
B09250,1164,3.59,4.58,41.0,78.7,38.12,73.43
B09251,1757,3.75,2.97,38.0,104.8,33.34,61.18
B09252,638,3.71,4.65,26.7,59.7,43.58,88.37
B09253,1880,3.49,1.74,30.0,110.2,32.08,61.76
B09254,35,3.46,4.41,25.9,29.7,48.81,99.26
B09255,1543,3.45,3.27,31.8,91.3,34.7,66.64
B09256,1897,3.36,1.01,25.4,104.9,31.71,61.42
B09257,201,4.01,4.86,24.5,40.1,47.26,95.07
B09258,444,4.04,4.31,29.1,47.3,45.14,91.83
B09259,1334,3.56,0.8,46.2,86.3,37.55,70.77
B09260,924,4.19,3.71,41.8,65.4,40.93,77.23
B09261,798,3.75,0.94,25.3,61.1,42.37,83.44
B09262,771,4.09,2.85,47.1,63.4,41.64,81.24
B09263,526,3.6,4.77,30.3,47.2,44.42,87.16
B09264,1703,3.67,1.37,29.2,99.8,33.84,65.09
B09265,1171,3.24,1.7,31.3,73.9,39.25,76.96
B09266,907,3.97,3.84,22.3,61.8,40.32,83.06
B09267,1933,3.57,1.85,20.6,103.4,30.06,63.73
B09268,214,3.94,0.8,28.3,34.4,48.7,93.37
B09269,1439,3.67,1.98,42.4,84.2,35.62,68.18
B09270,1265,3.23,0.83,34.0,82.9,36.99,71.83
B09271,1368,3.77,0.65,23.2,88.7,36.37,72.27
B09272,1591,4.02,1.65,46.5,90.5,34.7,66.89
B09273,1352,4.11,2.47,27.5,80.0,36.43,73.69
B09274,1903,4.15,3.86,23.9,103.5,31.9,61.74
B09275,623,3.24,4.84,33.5,57.7,42.92,87.69
B09276,175,4.17,2.42,33.4,41.8,48.13,97.0
B09277,1386,4.06,3.49,43.8,87.9,36.08,68.29
B09278,1252,3.99,3.58,25.8,78.7,37.57,74.29
B09279,968,3.94,3.07,27.5,68.1,40.47,79.13
B09280,1522,3.27,1.91,45.1,95.6,34.74,68.35
B09281,1334,4.05,4.84,49.4,78.5,35.8,70.22
B09282,474,3.7,3.33,34.1,49.6,44.67,90.85
B09283,1409,3.91,4.21,49.0,86.5,35.12,68.04
B09284,211,3.92,3.05,43.7,42.0,48.52,92.29
B09285,1024,4.13,2.43,21.1,76.0,40.66,78.82
B09286,1228,3.81,2.59,32.8,74.2,37.12,73.65
B09287,1107,3.63,4.98,22.5,77.6,38.65,78.02
B09288,709,3.83,1.28,48.5,63.2,43.68,82.83
B09289,1500,3.87,4.27,35.0,87.9,34.09,66.72
B09290,1948,3.38,2.73,21.3,106.7,31.32,62.31
B09291,1105,3.55,3.09,41.1,77.0,39.12,73.79
B09292,1308,3.64,4.52,48.3,84.6,37.47,69.55
B09293,318,3.66,3.38,31.8,39.9,45.92,91.79
B09294,1171,3.51,3.4,48.4,77.8,38.82,73.96
B09295,334,3.7,3.11,20.5,47.0,47.09,95.17
B09296,1402,4.15,1.34,35.6,83.5,35.96,70.63
B09297,722,3.48,1.87,22.6,54.4,43.26,87.31
B09298,1459,3.46,1.82,43.1,86.9,34.46,68.35
B09299,923,3.6,1.27,40.1,63.4,41.66,78.8
B09300,1469,3.86,4.67,28.7,85.4,36.05,72.02
B09301,1040,3.4,1.9,33.6,67.7,39.15,79.63
B09302,1983,4.01,2.15,47.5,110.5,30.14,55.43
B09303,1936,4.14,3.2,40.0,112.1,30.17,59.73
B09304,1397,3.57,1.28,27.5,82.0,35.66,71.62
B09305,565,3.88,3.89,38.8,54.1,44.02,84.7
B09306,1441,4.12,1.94,25.8,87.1,35.55,72.06
B09307,1343,3.43,4.59,24.4,80.9,37.03,72.79
B09308,1268,3.97,3.3,26.4,83.0,37.43,74.33
B09309,1063,4.04,1.36,32.2,77.3,40.26,78.38
B09310,1989,3.81,4.03,30.2,113.5,30.03,59.6
B09311,1608,3.32,3.01,49.5,95.7,33.33,62.28
B09312,911,3.8,1.14,33.8,63.8,40.91,80.03
B09313,464,3.64,4.2,31.3,46.4,45.8,91.04
B09314,712,3.82,4.21,31.5,60.7,42.72,86.04
B09315,259,3.25,0.76,34.4,40.6,47.54,91.63
B09316,1751,3.76,2.73,48.2,103.6,31.79,62.22
B09317,1455,3.69,2.39,42.8,84.2,35.71,67.52
B09318,899,4.12,2.87,29.5,67.2,40.22,81.45
B09319,1099,3.47,3.3,35.1,69.9,38.98,77.46
B09320,1018,3.21,0.53,39.6,70.6,40.38,79.25
B09321,615,4.15,1.17,26.1,56.8,42.87,86.54
B09322,1281,3.88,4.65,45.3,85.3,37.7,72.71
B09323,1687,3.41,2.73,24.5,99.7,32.65,66.32
B09324,12,4.06,4.17,28.1,31.2,49.75,98.42
B09325,1778,4.15,4.38,39.2,98.5,31.38,60.77
B09326,938,3.3,2.64,29.0,62.6,40.08,82.25
B09327,1181,3.97,4.1,26.0,77.7,38.12,78.1
B09328,787,4.14,0.61,46.6,61.3,41.94,80.24
B09329,290,3.83,4.6,38.0,43.3,46.48,90.36
B09330,1165,3.39,0.95,45.3,76.4,38.53,74.61
B09331,1512,3.32,2.87,23.6,85.6,34.53,71.24
B09332,137,3.59,1.65,47.3,39.2,47.83,93.88
B09333,1736,3.7,2.87,29.6,102.0,32.2,64.11
B09334,1711,3.77,1.29,32.4,96.5,33.56,63.01
B09335,1743,3.72,2.07,23.0,98.3,31.81,65.07
B09336,206,3.94,0.57,33.0,37.5,48.84,93.01
B09337,1898,3.22,1.92,40.6,103.5,30.36,61.69
B09338,580,3.55,4.13,39.9,49.5,44.38,87.94
B09339,173,3.97,2.38,48.3,39.2,48.04,92.75
B09340,299,3.86,1.69,31.7,45.6,46.45,94.59
B09341,605,4.12,3.16,25.3,52.9,43.51,88.51
B09342,1791,3.31,1.65,31.6,105.5,32.49,62.76
B09343,1431,3.64,3.4,28.6,85.9,35.61,69.06
B09344,1493,3.62,2.1,26.9,85.9,34.79,71.27
B09345,953,3.49,2.29,38.2,70.1,39.82,77.77
B09346,1033,3.51,2.22,21.9,71.0,38.75,78.11
B09347,1005,3.63,3.47,33.8,71.2,40.25,79.51
B09348,610,3.65,3.03,31.9,54.4,43.11,85.35
B09349,1835,3.64,3.31,22.0,104.9,31.15,64.14
B09350,1281,4.08,2.93,36.9,83.9,37.03,71.71
B09351,910,3.85,4.74,37.6,67.6,41.75,81.84
B09352,1886,3.27,1.1,35.5,109.8,30.7,61.58
B09353,1309,3.54,2.3,43.9,79.5,36.97,71.63
B09354,1380,3.51,4.93,35.8,84.0,36.58,70.78
B09355,1452,3.27,3.4,28.3,86.0,36.37,71.56
B09356,1924,3.73,2.38,35.9,107.0,31.74,60.06
B09357,551,3.97,2.0,33.3,48.5,44.27,86.64
B09358,41,4.11,0.75,36.9,27.1,48.75,99.31
B09359,1769,3.65,3.96,21.3,101.4,31.88,65.62
B09360,1551,3.35,2.36,32.6,90.3,35.13,66.63
B09361,1829,3.28,0.76,47.4,107.3,30.81,61.58
B09362,1466,3.71,4.22,38.4,92.8,34.91,68.65
B09363,1839,3.39,3.76,49.0,105.0,32.32,58.37
B09364,205,3.67,2.54,48.6,40.8,48.2,93.25
B09365,1932,4.13,1.08,47.1,109.3,31.47,57.61
B09366,1047,3.98,3.87,43.0,70.9,38.65,74.44
B09367,1470,3.49,4.89,47.2,92.7,36.04,65.75
B09368,1774,3.8,3.11,30.3,96.2,32.97,62.15
B09369,766,3.32,2.14,35.1,56.8,41.54,84.02
B09370,923,3.34,4.87,21.7,64.6,40.62,80.79
B09371,316,3.47,0.83,46.4,42.9,46.5,89.46
B09372,1071,3.95,3.12,22.4,75.0,39.54,77.8
B09373,1610,4.0,1.49,28.4,93.8,33.66,68.48
B09374,1618,3.31,0.82,42.0,91.1,33.0,63.97
B09375,260,4.05,4.09,20.1,44.1,47.64,94.73
B09376,1415,3.79,2.82,38.0,91.5,36.81,68.61
B09377,22,3.93,4.82,41.3,34.2,50.49,96.69
B09378,246,3.48,4.74,40.2,41.1,46.77,91.94
B09379,837,3.76,3.82,47.1,60.9,42.55,80.7
B09380,704,3.57,4.67,35.0,56.0,42.77,82.72
B09381,17,4.16,2.38,39.1,29.3,50.04,99.37
B09382,204,3.23,4.55,22.3,37.2,46.98,95.19
B09383,1520,3.32,2.56,30.6,87.7,33.87,69.34
B09384,1397,3.87,1.02,33.9,85.6,35.52,69.22
B09385,1425,4.06,2.01,47.8,82.4,35.42,66.55
B09386,1516,3.9,2.61,22.7,93.8,35.19,71.95
B09387,1684,3.52,2.91,48.2,100.4,32.56,64.25
B09388,611,3.49,1.79,34.4,58.2,44.69,85.26
B09389,1182,3.38,3.7,27.0,74.3,39.07,74.63
B09390,1326,3.51,3.44,24.1,80.3,37.58,73.14
B09391,1671,3.48,1.47,23.8,98.7,33.41,68.14
B09392,1005,3.49,4.92,28.6,66.6,40.5,78.74
B09393,802,3.41,3.58,24.0,58.4,42.69,83.32
B09394,1052,3.35,2.11,45.9,68.0,39.52,77.12
B09395,286,4.14,0.72,26.3,43.8,46.96,94.68
B09396,1246,3.68,2.87,36.2,80.2,36.88,72.01
B09397,868,3.28,3.73,46.0,61.8,41.68,78.42
B09398,1383,3.29,3.17,35.4,85.4,37.05,71.59
B09399,812,3.51,3.73,37.1,66.9,40.97,83.16
B09400,1747,3.73,3.19,36.7,97.0,32.97,63.54
B09401,996,3.49,4.75,47.7,72.6,40.56,77.7
B09402,1024,3.32,3.98,35.6,73.6,38.93,76.52
B09403,563,4.01,1.73,21.1,48.4,43.54,90.53
B09404,1177,3.64,0.64,38.0,75.7,37.69,73.3
B09405,983,4.05,1.01,24.1,73.3,39.75,80.42
B09406,1477,3.86,2.18,37.8,93.1,34.91,67.25
B09407,1922,3.28,4.52,38.6,111.6,31.03,58.36
B09408,1320,3.75,2.38,35.0,82.1,37.02,70.9
B09409,1882,4.13,3.73,20.7,108.9,31.39,63.98
B09410,1736,3.63,1.42,35.9,95.6,33.29,64.22
B09411,1035,4.01,3.86,27.2,68.9,39.06,79.11
B09412,460,3.27,2.15,31.8,47.8,44.57,90.31
B09413,1630,3.94,0.87,32.8,100.0,33.65,65.05
B09414,95,3.88,4.62,41.2,38.0,48.5,96.07
B09415,426,3.74,3.7,26.7,44.0,46.57,89.33
B09416,1523,3.53,1.33,42.7,88.7,34.35,68.1
B09417,734,3.51,1.17,46.3,58.1,42.96,83.66
B09418,1039,3.89,4.0,28.6,74.8,39.24,76.81
B09419,1903,3.27,3.44,36.7,108.4,31.9,61.91
B09420,1527,4.04,2.5,24.5,89.8,34.63,68.8
B09421,612,3.45,2.17,38.5,54.6,43.91,83.76
B09422,1156,3.47,3.55,46.1,72.8,38.87,75.62
B09423,941,3.36,3.73,25.2,67.3,41.43,82.98
B09424,961,3.7,4.57,45.2,67.5,41.03,77.3
B09425,1594,3.41,1.43,48.8,92.0,33.24,64.45
B09426,201,3.62,2.45,38.8,33.9,47.92,93.73
B09427,954,3.96,2.46,32.8,70.2,39.8,80.11
B09428,1618,4.14,3.82,38.6,92.0,33.08,64.62
B09429,1005,3.71,1.39,27.3,70.4,39.47,77.88
B09430,910,3.27,2.25,33.9,66.7,40.19,78.92
B09431,302,3.76,2.0,37.4,43.9,46.41,90.13
B09432,1300,3.52,4.79,43.0,80.7,36.37,73.02
B09433,660,4.0,1.85,29.5,60.0,44.36,84.93
B09434,891,3.81,4.1,46.0,70.6,40.42,78.58
B09435,1543,4.08,1.24,30.3,88.1,34.59,68.93
B09436,1622,3.5,4.36,41.4,98.3,33.65,64.0
B09437,434,3.54,2.23,42.8,47.2,46.46,88.32
B09438,595,3.39,3.13,30.5,54.7,44.23,86.22
B09439,1932,4.01,1.4,25.2,103.0,29.69,59.97
B09440,1111,3.98,1.58,37.7,70.0,38.07,75.46
B09441,592,3.53,4.33,45.9,52.0,45.0,85.26
B09442,677,3.36,3.03,42.9,54.0,42.93,83.88
B09443,169,4.03,4.19,28.4,32.7,47.53,94.52
B09444,347,3.4,2.19,43.9,48.3,46.05,90.67
B09445,1030,4.09,1.04,46.6,68.6,39.6,77.79
B09446,618,3.91,4.05,31.2,54.9,44.59,86.86
B09447,1826,3.61,0.83,45.0,101.8,31.09,59.35
B09448,1323,3.67,3.15,47.8,78.2,37.08,71.75
B09449,1322,3.73,4.11,47.2,80.1,36.37,71.1
B09450,1206,4.18,1.1,46.0,82.0,38.92,73.75
B09451,1675,4.19,1.07,31.6,97.1,33.93,65.07
B09452,510,3.67,0.93,49.7,51.0,44.91,87.73
B09453,1714,3.77,1.84,22.2,95.1,33.41,64.45
B09454,1045,4.01,3.92,45.8,69.6,39.64,74.76
B09455,1577,3.42,3.18,24.9,91.5,33.75,66.67
B09456,839,3.4,2.8,20.9,63.7,41.16,82.12
B09457,484,3.38,2.52,38.5,51.0,45.1,89.78
B09458,978,3.99,4.15,26.1,73.2,39.26,79.33
B09459,1019,3.89,4.22,35.1,73.1,40.25,79.24
B09460,451,4.02,3.57,30.1,50.6,44.88,92.16
B09461,183,3.94,0.85,39.3,40.4,48.54,93.28
B09462,201,3.72,4.1,32.6,34.1,48.47,95.71
B09463,45,4.03,3.48,49.0,29.2,49.65,95.66
B09464,791,3.69,1.22,47.5,58.0,41.87,79.85
B09465,1897,3.94,4.54,38.9,107.1,31.75,61.6
B09466,1299,3.61,1.43,49.3,79.0,37.09,70.42
B09467,1404,3.44,4.38,29.9,85.0,36.21,70.3
B09468,420,3.72,3.77,41.5,46.8,45.81,89.5
B09469,1916,3.85,2.94,37.8,109.3,31.7,58.5
B09470,1580,4.0,0.7,38.0,93.8,33.25,65.52
B09471,1290,3.35,0.95,43.3,76.8,36.19,71.51
B09472,530,3.87,3.44,39.1,54.9,43.76,86.5
B09473,789,3.42,3.81,25.1,62.1,43.09,82.22
B09474,1684,3.99,3.75,28.6,96.9,33.86,65.33
B09475,1918,3.71,1.64,26.8,106.9,30.6,59.53
B09476,871,3.94,1.04,33.7,60.8,42.26,79.3
B09477,1567,4.15,4.4,24.6,97.6,35.19,66.97
B09478,908,3.94,0.74,38.3,71.0,41.79,80.31
B09479,875,3.83,4.21,23.8,61.9,40.67,81.12
B09480,144,3.38,3.6,36.0,32.2,48.05,96.81
B09481,1905,4.01,4.23,25.4,106.1,30.1,60.47
B09482,1164,3.24,1.89,41.3,77.7,37.6,76.25
B09483,1185,3.21,4.57,33.6,75.8,38.46,74.37
B09484,945,3.44,3.31,35.8,72.5,41.19,78.42
B09485,419,3.39,0.86,30.0,49.1,44.87,90.16
B09486,1524,4.12,4.26,21.1,92.5,35.32,68.76
B09487,1600,3.6,4.77,29.1,93.5,34.09,67.42
B09488,1559,4.14,4.92,31.4,95.1,34.54,69.85
B09489,1242,3.65,1.7,49.8,76.1,37.61,70.17
B09490,1846,3.52,2.81,32.2,101.3,31.86,63.3
B09491,1853,3.98,2.43,37.9,106.3,31.7,61.98
B09492,1997,3.76,0.89,24.2,106.8,29.1,59.61
B09493,1963,4.16,4.38,36.6,107.7,30.7,60.49
B09494,1305,3.83,2.75,21.1,83.5,36.51,72.84
B09495,1011,3.44,3.76,40.8,70.6,39.82,76.44
B09496,1962,3.9,4.48,25.1,103.6,29.65,60.0
B09497,1813,4.09,3.78,41.2,101.2,32.42,61.27
B09498,467,3.68,2.98,33.3,46.3,44.98,87.7
B09499,1102,3.47,4.43,45.7,72.7,38.2,73.11
B09500,20,3.61,1.62,23.5,27.9,50.04,100.0
B09501,1095,3.81,3.2,34.7,72.5,38.97,78.37
B09502,230,3.21,4.27,29.4,40.7,47.91,94.9
B09503,976,3.61,4.26,21.4,72.5,39.32,80.19
B09504,1190,3.28,0.5,27.8,79.6,38.82,77.14
B09505,1571,3.38,3.49,40.5,90.9,35.05,66.69
B09506,592,3.67,0.68,32.4,57.6,43.44,85.56
B09507,1538,4.07,2.0,29.9,89.5,35.6,67.95
B09508,480,3.57,2.37,28.8,49.8,45.41,89.17
B09509,1348,3.61,4.44,21.0,80.3,36.64,73.28
B09510,979,3.76,4.26,31.6,70.8,40.45,81.39
B09511,1914,3.64,2.06,29.1,104.2,31.24,62.06
B09512,934,3.62,2.16,20.4,63.3,40.83,80.19
B09513,507,3.26,3.64,21.0,52.1,45.11,88.88
B09514,864,3.31,3.09,42.8,63.8,40.69,79.29
B09515,670,3.67,2.43,37.2,56.9,44.3,83.75
B09516,883,3.99,0.54,38.1,70.0,41.04,80.45
B09517,860,4.12,2.33,39.9,64.6,40.82,81.17
B09518,1829,3.81,0.88,32.1,107.4,32.54,61.99
B09519,743,3.33,1.67,25.2,61.5,42.46,84.1
B09520,1565,3.69,2.6,45.7,95.5,35.14,65.13
B09521,746,4.09,4.14,27.4,63.6,43.25,83.02
B09522,1749,3.39,1.98,41.6,97.4,32.18,60.97
B09523,503,3.49,1.89,42.5,51.6,44.54,85.91
B09524,1656,4.01,4.78,48.0,99.0,32.82,63.43
B09525,1621,4.16,3.21,38.4,90.4,34.6,66.11
B09526,1723,3.37,2.58,23.6,101.9,32.14,64.89
B09527,97,3.33,3.49,37.3,37.8,48.66,96.52
B09528,1288,3.44,1.88,35.5,83.8,37.48,72.14
B09529,163,3.25,1.21,23.8,37.4,47.65,98.11
B09530,1856,3.87,2.55,22.5,104.6,31.66,63.45
B09531,1482,3.79,3.48,36.3,92.2,35.2,66.88
B09532,217,3.22,3.95,23.5,40.9,47.58,96.19
B09533,1638,3.53,1.45,30.0,93.9,33.18,64.63
B09534,597,3.83,4.19,46.1,56.9,44.87,84.74
B09535,1369,4.08,4.87,22.8,89.1,35.46,72.43
B09536,1306,3.49,3.13,41.7,83.1,37.23,71.93
B09537,1323,3.79,0.64,33.1,85.7,36.1,73.8
B09538,664,4.06,4.45,33.8,53.3,43.4,87.16
B09539,1529,3.87,3.36,25.0,87.5,34.46,67.47
B09540,651,3.61,2.19,29.0,60.2,43.26,85.65
B09541,1844,3.27,3.39,36.0,108.3,31.2,59.6
B09542,1739,3.63,1.38,23.8,101.9,32.86,66.7
B09543,923,3.35,4.33,21.5,64.4,39.92,83.6
B09544,51,4.12,0.73,42.9,31.1,50.11,96.1
B09545,1816,4.13,0.74,24.6,106.9,32.17,63.07
B09546,1996,3.78,0.79,41.8,109.5,29.15,58.3
B09547,791,3.52,3.43,22.8,62.7,41.66,85.19
B09548,1441,3.3,2.47,20.2,83.8,36.36,73.06
B09549,1773,3.93,3.95,41.2,96.1,31.83,60.4
B09550,1329,3.21,1.99,48.9,87.3,37.14,71.78
B09551,1790,3.94,4.58,33.3,102.0,31.56,61.53
B09552,1978,3.44,1.55,31.7,109.2,29.26,58.41
B09553,491,3.69,3.23,22.0,47.2,46.03,91.21
B09554,1777,3.46,3.54,37.6,103.7,31.57,62.01
B09555,1045,3.26,4.79,45.9,75.5,40.0,77.56
B09556,1577,3.62,1.76,37.7,92.7,34.14,68.51
B09557,1944,3.26,0.81,33.3,105.3,30.51,59.11
B09558,1742,4.15,1.74,34.1,99.2,31.59,63.88
B09559,1981,3.46,4.66,39.9,105.6,29.47,59.98
B09560,1914,3.53,3.13,33.6,102.8,30.85,58.48
B09561,422,3.5,3.91,24.1,50.9,45.78,91.41
B09562,1966,3.3,2.6,35.9,106.2,31.24,60.75
B09563,197,3.76,3.73,28.7,42.6,48.94,96.97
B09564,360,3.58,1.02,39.6,49.1,47.0,90.72
B09565,60,3.42,3.78,39.7,29.1,49.97,98.54
B09566,788,3.72,1.13,25.8,62.6,41.92,82.64
B09567,255,3.38,2.0,38.4,42.3,47.04,92.96
B09568,230,3.69,0.63,29.1,39.8,48.02,95.08
B09569,583,3.22,2.23,26.7,52.1,45.11,87.83
B09570,822,4.03,1.11,37.7,61.4,41.95,79.7
B09571,1133,4.13,1.19,36.9,73.6,39.48,74.87
B09572,466,3.67,4.26,21.8,49.6,44.57,90.02
B09573,1150,3.83,4.64,41.6,79.9,38.85,76.11
B09574,1225,3.6,3.27,47.8,83.6,36.86,71.23
B09575,670,3.46,3.4,47.4,57.4,42.58,83.51
B09576,604,3.75,0.76,43.9,54.6,44.86,86.09
B09577,1904,3.29,2.82,44.5,110.8,31.86,59.59
B09578,1554,3.86,4.85,33.7,88.3,34.3,69.59
B09579,1094,3.23,3.39,40.9,74.1,38.73,75.95
B09580,534,3.51,4.46,31.5,53.9,43.91,87.26
B09581,318,3.56,3.8,43.0,43.5,46.72,91.51
B09582,66,3.21,1.43,36.2,35.1,49.19,96.4
B09583,600,4.08,4.88,45.0,53.1,43.27,83.37
B09584,581,4.12,3.02,43.5,56.6,44.46,84.21
B09585,1482,3.38,2.65,29.7,86.8,35.03,70.95
B09586,883,3.85,2.54,28.4,68.3,41.34,80.99
B09587,1868,3.84,3.22,24.6,101.6,31.04,62.0
B09588,673,3.89,3.72,30.1,53.1,42.37,84.08
B09589,1875,3.84,2.62,21.1,107.8,31.57,65.07
B09590,1829,4.06,2.11,47.2,107.4,31.3,61.52
B09591,1999,3.73,0.59,40.7,111.2,30.72,59.52
B09592,791,3.63,3.02,29.1,61.7,42.65,83.41
B09593,1871,3.78,1.21,25.2,102.9,31.51,62.67
B09594,814,4.15,1.08,31.7,62.7,41.53,84.23
B09595,1856,3.4,1.3,40.1,105.8,31.86,62.25
B09596,390,3.53,2.21,39.6,45.0,45.1,89.41
B09597,881,3.58,1.68,42.6,68.5,41.24,78.88
B09598,683,3.59,3.44,49.2,60.9,44.0,84.55
B09599,1069,3.35,3.21,47.4,71.6,39.21,76.81
B09600,1866,3.76,4.23,29.9,108.8,31.94,61.49
B09601,1854,3.55,4.66,41.4,102.6,30.88,60.77
B09602,1327,3.5,1.18,35.7,84.5,37.33,72.7
B09603,594,3.91,4.58,37.6,50.4,44.51,85.23
B09604,1038,3.68,3.35,42.1,72.9,39.59,78.29
B09605,798,3.35,4.37,48.2,60.2,41.48,80.64
B09606,1949,3.72,2.09,36.8,109.3,30.77,59.35
B09607,1871,3.35,2.12,38.4,100.1,30.6,59.12
B09608,19,3.69,2.22,36.1,27.8,49.08,97.91
B09609,460,3.47,3.18,20.7,51.4,44.85,92.87
B09610,1392,3.71,2.36,37.5,85.5,36.46,71.24
B09611,1457,4.07,1.55,44.0,87.3,36.34,66.19
B09612,1588,3.34,1.47,41.4,89.6,33.19,65.27
B09613,1176,3.83,2.49,35.1,72.1,37.71,73.04
B09614,753,3.26,2.22,41.8,63.9,41.94,84.03
B09615,1659,3.52,1.39,36.7,97.5,33.53,65.37
B09616,247,3.48,2.65,22.7,37.2,46.67,96.21
B09617,1194,3.51,2.83,20.6,80.5,38.54,75.71
B09618,1300,3.94,2.89,40.5,77.3,37.29,72.28
B09619,203,3.69,0.65,30.1,33.8,48.34,96.64
B09620,355,3.96,3.24,35.9,46.7,46.23,93.11
B09621,583,3.98,4.29,34.5,48.7,44.34,85.46
B09622,1622,3.37,4.01,45.5,97.8,32.97,62.88
B09623,603,3.88,4.62,31.1,59.0,44.87,86.56
B09624,1849,4.15,3.0,38.9,99.9,31.74,59.44
B09625,303,3.64,2.49,28.1,39.4,46.4,95.2
B09626,1855,4.13,4.08,44.2,108.3,30.98,58.83
B09627,1686,3.49,2.4,49.4,100.3,33.16,62.88
B09628,1968,3.99,1.97,28.2,111.1,31.13,61.27
B09629,577,3.55,4.05,40.1,56.5,45.15,85.41
B09630,1437,4.13,4.82,47.6,92.2,36.02,65.93
B09631,1417,3.5,2.13,42.7,89.0,36.09,68.47
B09632,1400,3.68,4.67,36.4,88.8,36.49,72.15
B09633,621,3.26,2.27,27.5,59.3,43.8,87.62
B09634,1950,3.39,1.14,37.7,108.9,29.88,58.74
B09635,1893,3.38,4.8,42.0,103.4,32.0,59.99
B09636,995,4.16,2.33,47.8,69.6,40.95,77.63
B09637,1184,3.23,0.63,24.4,78.6,37.48,74.8
B09638,95,3.8,4.34,23.3,31.6,48.07,97.87
B09639,1536,3.78,3.13,31.4,95.5,35.55,68.39
B09640,1802,3.49,4.44,28.5,104.1,32.69,64.15
B09641,46,3.7,4.27,45.6,29.8,49.88,94.33
B09642,1116,3.77,4.35,48.0,75.8,39.46,75.86
B09643,1177,3.31,3.36,25.4,73.7,37.72,77.85
B09644,1372,4.15,4.12,34.6,81.7,35.99,69.98
B09645,1507,4.04,2.02,22.8,90.8,34.38,71.79
B09646,1043,3.39,4.54,41.8,72.7,40.09,77.64
B09647,1113,3.32,1.14,29.8,70.6,38.16,75.2
B09648,110,4.11,2.41,32.7,36.0,49.58,95.16
B09649,426,3.26,3.2,29.2,50.6,46.28,91.63
B09650,656,3.67,3.23,44.4,58.9,43.36,82.1
B09651,717,3.92,4.68,27.7,54.0,43.54,83.68
B09652,221,3.27,2.45,29.7,35.9,47.4,93.63
B09653,695,3.63,0.69,31.9,56.0,43.1,84.51
B09654,279,3.44,4.67,21.3,41.3,48.07,93.02
B09655,475,3.6,4.34,33.8,53.5,45.24,89.77
B09656,1089,3.87,4.2,30.1,76.1,38.17,77.7
B09657,653,3.23,3.38,20.7,52.8,44.43,86.85
B09658,787,3.5,3.4,42.4,58.1,42.49,82.09
B09659,444,3.8,0.66,21.2,46.3,44.78,90.61
B09660,78,4.13,4.77,46.0,35.0,48.8,95.68
B09661,179,3.49,0.73,25.4,37.2,48.12,97.2
B09662,491,3.83,4.08,23.1,47.2,45.88,91.36
B09663,1042,3.99,2.13,22.8,71.6,40.22,77.88
B09664,1611,4.08,0.96,32.7,92.5,34.15,65.42
B09665,823,3.3,1.98,37.1,66.5,42.19,81.35
B09666,497,3.8,4.15,49.5,53.8,44.61,85.29
B09667,1872,4.19,4.87,22.1,108.2,32.25,63.87
B09668,1329,3.44,3.65,25.3,81.9,37.15,72.53
B09669,1672,4.14,3.54,34.2,95.9,32.66,65.84
B09670,131,3.74,0.78,32.4,38.0,48.18,96.09
B09671,216,3.5,4.71,44.7,42.3,46.87,91.1
B09672,1429,4.02,4.15,32.1,82.5,35.81,72.31
B09673,607,3.72,0.79,49.5,49.4,44.27,82.9
B09674,349,3.82,0.77,39.0,46.7,46.86,90.99
B09675,707,3.4,4.25,22.2,59.9,42.2,87.27
B09676,568,3.99,3.96,45.4,57.4,44.51,84.41
B09677,1087,3.34,0.71,30.9,76.8,39.13,75.73
B09678,243,4.14,3.85,48.4,39.6,47.77,90.97
B09679,1020,3.91,1.37,38.2,75.2,39.4,78.77
B09680,1996,3.77,3.36,49.5,107.9,29.62,55.88
B09681,1877,4.15,4.62,41.5,109.7,31.04,58.18
B09682,876,3.5,0.52,23.9,69.0,41.12,81.13
B09683,1288,3.93,2.55,41.3,78.4,37.85,72.65
B09684,1157,3.27,1.03,32.7,76.4,38.51,77.22
B09685,750,3.51,1.3,35.5,58.5,42.33,83.48
B09686,1363,3.46,4.96,41.5,81.9,36.17,70.3
B09687,1346,4.18,4.02,43.2,84.7,37.0,70.1
B09688,742,3.75,1.78,47.3,55.2,42.84,83.65
B09689,655,3.98,2.49,38.8,56.9,43.54,85.73
B09690,1954,3.89,4.28,49.6,108.1,30.91,56.55
B09691,1007,4.03,4.48,35.9,74.2,40.27,79.17
B09692,1942,3.93,1.54,25.3,104.4,30.9,59.32
B09693,1361,3.88,4.87,41.8,86.0,35.82,71.67
B09694,738,3.42,2.71,43.2,62.5,41.91,81.05
